m#node	C#node2vec-0	C#node2vec-1	C#node2vec-2	C#node2vec-3	C#node2vec-4	C#node2vec-5	C#node2vec-6	C#node2vec-7	C#node2vec-8	C#node2vec-9	C#node2vec-10	C#node2vec-11	C#node2vec-12	C#node2vec-13	C#node2vec-14	C#node2vec-15	C#node2vec-16	C#node2vec-17	C#node2vec-18	C#node2vec-19	C#node2vec-20	C#node2vec-21	C#node2vec-22	C#node2vec-23	C#node2vec-24	C#node2vec-25	C#node2vec-26	C#node2vec-27	C#node2vec-28	C#node2vec-29	C#node2vec-30	C#node2vec-31	cD#class
11	-0.5425784	-0.37486383	0.3425049	0.07887944	0.005140267	-0.04675711	0.0123072555	-0.04106791	0.19238102	0.21794535	0.24975495	-0.3783184	0.18303055	-0.49885038	-0.3217333	-0.093646355	0.16786839	-0.033579383	-0.18307945	0.26853374	-0.1461731	0.14454511	0.6185947	0.14121453	0.21721408	0.22146069	-0.4382491	0.33405027	-0.17177506	-0.16805372	-0.52692974	0.06476026	1
12	-0.3642308	-0.20332353	0.36894867	0.070851326	-0.14017816	-0.21479492	0.17036273	-0.066574976	0.007410786	0.23766582	0.031585775	-0.229652	0.12230825	-0.30927566	-0.25888482	-0.093284786	0.06686582	0.22621791	-0.0954677	0.30554706	0.0077467095	-0.00037379935	0.64861465	-0.1515285	0.26785544	0.09541055	-0.21376644	0.19111697	0.03447494	-0.18444306	-0.5801395	0.163601	1
13	-0.3118952	-0.14575419	0.40376118	0.1705816	-0.09618349	-0.21754853	0.31459478	-0.14679812	-0.044321455	0.28068644	-0.06825828	-0.16129187	0.17092675	-0.24213219	-0.19748813	-0.10768948	0.013641198	0.33100563	-0.17952776	0.29832688	0.045367327	0.13957806	0.67489374	-0.3697578	0.2649887	-0.05956478	-0.13673371	0.048580717	0.15559858	-0.19483851	-0.5670261	0.12095808	1
14	-0.18937872	-0.13359143	0.4566367	0.21092038	-0.09710808	-0.16354525	0.31441763	-0.09220141	0.026674494	0.14005868	-0.14706327	-0.06912662	0.022911021	-0.14778341	-0.18307884	-0.13711774	-0.03671524	0.16759942	0.022266278	0.35346335	0.18658829	0.14600864	0.5620545	-0.35341084	0.11730326	-0.15358078	-0.14016983	0.053705983	0.09519564	-0.27924505	-0.31815976	0.13005288	1
15	-0.19759764	-0.0800383	0.48574984	0.24840567	-0.120957755	-0.07677899	0.2741576	0.2583997	0.069329545	-0.14804454	0.30982167	-0.12288644	-0.26663673	-0.13366611	-0.27790865	-0.17096432	-0.09732529	-0.13598849	0.23221162	0.40212876	0.36020857	0.028088288	0.41518748	-0.1756164	-0.11365818	0.0036726035	-0.14203817	0.05266618	-0.21855639	-0.39344287	0.2624156	0.0237838	2
16	-0.17541803	-0.037906855	0.47441992	0.2855009	-0.17414261	-0.10498151	0.3273427	0.22528812	0.03755483	-0.04755646	0.22716771	-0.08743274	-0.28038508	-0.13056251	-0.29638538	-0.13467784	-0.09669467	-0.08746451	0.1957138	0.35806093	0.39235058	0.03638927	0.41978812	-0.28560013	-0.085030526	-0.09550459	-0.14359854	0.06179379	-0.18232766	-0.37150553	0.25942376	0.043209966	2
17	-0.6532135	-0.39279574	0.2887117	0.108781	0.06445781	-0.10376704	-0.0010059264	-0.07758283	0.27918437	0.21542661	0.15802327	-0.32974398	0.24343559	-0.55886936	-0.4191348	-0.06224997	0.23453882	-0.15749754	-0.16441701	0.27370724	-0.20716819	0.17491515	0.5831519	0.1591193	0.27182522	0.18505636	-0.53150207	0.43495682	-0.13613674	-0.07329982	-0.52198005	0.15813887	1
18	-0.2146117	-0.1536559	0.42437226	0.054046467	-0.18675973	-0.22109213	0.16959807	-0.041590877	-0.03836788	0.1458375	0.0022157205	-0.19310799	0.047174517	-0.2722083	-0.2644402	-0.15768974	0.028675694	0.25975677	-0.09282038	0.32899624	0.06968421	-0.006885485	0.6514822	-0.28274432	0.1971823	0.049292326	-0.14763385	0.081650935	0.10284897	-0.22770509	-0.5383623	0.17209363	1
19	-0.18186286	-0.023066467	0.47435156	0.22078891	-0.11749019	-0.08725731	0.33454737	0.24429092	0.04163132	-0.09472086	0.32872418	-0.100482754	-0.23723906	-0.12478107	-0.2720915	-0.17725664	-0.10772734	-0.06618173	0.19705279	0.39905867	0.3103717	-0.02973246	0.4430814	-0.22269885	-0.10286033	-0.0523812	-0.120564684	0.04913172	-0.2161092	-0.38159522	0.22359149	0.026865847	2
20	-0.1469994	-0.20982485	0.44102868	0.07678453	-0.127085	-0.09177594	0.11927538	0.04274684	-0.03781414	0.03000481	0.18986215	-0.26214486	-0.043798227	-0.21334168	-0.32430807	-0.22507948	0.014605817	0.0843115	-0.057119764	0.32754982	0.09628906	0.037427917	0.60137385	-0.13244297	0.08479037	0.1438708	-0.15456472	0.07549083	-0.09060573	-0.29721996	-0.28763816	0.11149569	1
21	-0.19421811	-0.047067054	0.47862992	0.2557194	-0.09814789	-0.10692585	0.30943167	0.19691822	0.0048246086	-0.10266425	0.2597147	-0.09350167	-0.21355508	-0.15922233	-0.26422152	-0.13254729	-0.10063723	-0.09987149	0.2281554	0.3832456	0.30011958	0.010175906	0.42492786	-0.17681351	-0.06450283	-0.044798493	-0.131392	0.10321687	-0.2364349	-0.35883024	0.2608079	0.005309015	2
22	-0.20173463	-0.13752687	0.44402233	0.088366725	-0.18525828	-0.21783197	0.21522559	-0.039574202	-0.033800717	0.14802882	0.06088989	-0.18937528	0.039358713	-0.24620427	-0.2743281	-0.18959384	0.04916143	0.27286947	-0.11245288	0.3542012	0.07659372	0.06282525	0.6352332	-0.2535326	0.18345946	0.0027715457	-0.14900036	0.09009092	0.0880108	-0.23220873	-0.5492884	0.15199345	1
23	-0.16427305	0.005680199	0.5037269	0.20944752	-0.17755452	-0.082106374	0.35140797	0.21309637	0.08498734	-0.12504731	0.2768096	-0.09449088	-0.2894242	-0.14691375	-0.26208815	-0.14243513	-0.1294131	-0.14762798	0.3163801	0.34208092	0.39565453	-0.05471832	0.45233017	-0.2179083	-0.07785027	-0.072958104	-0.12729642	0.018256681	-0.17966665	-0.38843316	0.27808982	0.05541532	2
24	-0.39506975	-0.13113901	0.4734181	0.30754095	0.03788827	-0.17758021	0.3011788	0.15355316	0.0622169	-0.07187772	0.17394736	0.10037573	-0.22493018	-0.10999587	-0.18509421	-0.10131159	-0.15214002	-0.24218158	0.450311	0.3742005	0.43267894	0.048649743	0.3659803	-0.14357512	-0.057212524	-0.10358095	-0.2863658	0.1346807	-0.19422852	-0.3647699	0.39957654	0.018341752	2
25	-0.66271025	-0.09383949	0.3803606	0.30479744	0.13537271	-0.27802032	0.2948832	-0.1853412	0.2359708	-0.01190438	-0.18127154	0.20720576	-0.10379548	-0.27974138	-0.056468245	0.03289947	-0.18630187	-0.37198663	0.6703786	0.2492528	0.30397016	-0.097687304	0.42995614	-0.27934897	0.105829716	-0.21912825	-0.42485863	0.22142307	0.025952153	-0.207706	0.30066144	0.20318723	2
26	-0.58802485	-0.11774666	0.42511076	0.37018856	0.11508538	-0.27026665	0.32103193	-0.08772515	0.22082967	0.018626232	-0.15976231	0.17242749	-0.09631342	-0.28660658	-0.16217996	-0.010917632	-0.10098617	-0.40294224	0.64979345	0.19357352	0.35390002	-0.0048797727	0.34408817	-0.21019082	-0.011423432	-0.27007216	-0.4012168	0.29778615	-0.052708436	-0.20152704	0.4308549	0.16339922	2
27	-0.2031084	-0.18576433	0.64907694	0.34288567	0.019377306	0.0012616857	0.18908985	0.33863774	-0.040727258	-0.16719002	0.2634581	-0.023330472	-0.20735496	0.009681963	-0.24646349	-0.25909117	-0.18831338	-0.113723174	0.29121336	0.5540553	0.4519235	0.17434013	0.4226185	-0.04382872	-0.12624604	0.088522434	-0.08826845	-0.008474235	-0.32435197	-0.47399345	0.4681912	-0.04409556	2
28	-0.42249274	-0.0794999	0.45383012	0.27958038	0.02338872	-0.28238574	0.29710484	-0.016121494	0.1396259	0.027359195	-0.13360061	0.09978329	-0.13956666	-0.20489845	-0.15090607	-0.047414776	-0.08257092	-0.24889734	0.4782403	0.23408112	0.31427577	0.023344912	0.40333927	-0.2591571	0.032101903	-0.20267145	-0.34367093	0.22765575	0.028053919	-0.2651007	0.19838671	0.16856489	2
29	-0.30451876	0.00024913222	0.46285638	0.26163697	-0.084271155	-0.18695718	0.33677825	0.108379506	0.124331735	-0.040721957	-0.02009761	0.054629628	-0.13968924	-0.15753287	-0.18124048	-0.11676067	-0.09968784	-0.09597695	0.27092847	0.2933623	0.29442397	0.028953958	0.4413858	-0.31924322	0.031018414	-0.19259602	-0.2309789	0.16741605	-0.024042454	-0.30676505	0.16959493	0.1736858	2
30	-0.17269804	-0.17647791	0.63321304	0.3696113	0.015480423	-0.08696792	0.30567402	0.25374147	-0.056057166	-0.23817135	0.22509912	-0.09498073	-0.22341591	-0.13467038	-0.24242637	-0.21886101	-0.14687593	-0.15684727	0.33385366	0.5552219	0.36448213	0.19082324	0.36963743	-0.11210971	-0.15367842	-0.038789835	-0.084335454	0.11951266	-0.28906757	-0.4048687	0.46623954	-0.05557101	2
31	-0.08524903	-0.10462667	0.48566878	0.18184826	-0.22926867	-0.13223872	0.29511765	0.24342394	-0.10787999	-0.10960459	0.27203932	-0.20195356	-0.111712836	-0.14132838	-0.3105254	-0.24742189	-0.0047370484	0.12301472	-0.0031094425	0.39530867	0.19985282	0.06305393	0.48687482	-0.2351846	-0.06971613	0.012820408	-0.05149533	0.07096405	-0.20830715	-0.37256187	-0.048722	0.015886286	2
32	-0.4865142	-0.15127055	0.3618418	0.2776952	0.07807753	-0.19261129	0.1733202	-0.012944866	0.15953125	0.0028298316	-0.018115466	0.025045468	-0.10163095	-0.23384024	-0.1647034	-0.028141106	-0.1326502	-0.3002704	0.44714233	0.23948221	0.31531987	-0.047087494	0.45253977	-0.18718232	0.057490084	-0.044625096	-0.40022618	0.18029389	-0.11016024	-0.27259165	0.23758174	0.11278532	2
33	-0.2507845	-0.01538481	0.44257182	0.36071387	-0.14038676	-0.09229427	0.33946893	0.27671587	0.030364865	-0.21136558	0.24032232	-0.05456595	-0.14969786	-0.09344445	-0.20905134	-0.19645658	-0.11782889	-0.10822226	0.27943444	0.40574464	0.3307115	0.04774848	0.46502045	-0.21510386	-0.05453087	-0.006142499	-0.1317746	0.049746588	-0.20282444	-0.3562081	0.29744494	0.073753335	2
34	-0.27127337	-0.053925198	0.50664294	0.3481086	-0.104135945	-0.16149041	0.34960228	0.2896764	0.018313618	-0.13177498	0.21482435	0.0038148586	-0.17403129	-0.060610417	-0.26362643	-0.15640295	-0.11692322	-0.07199052	0.22693016	0.3383745	0.36082932	0.09083543	0.41301036	-0.21678358	-0.036232907	-0.08008167	-0.13681762	0.113508426	-0.21774735	-0.32912225	0.30221426	0.039075524	2
